id,player_name,team,position,gp,toi,goals,assist,first_assist,second_assit,total_points,ipp,sf,sh_pcg,ixg,icf,iff,iscf,ihdcf,rush_attempts,rebounds_created,pim,total_penalties,minor,major,misconduct,penalties_drawn,giveaways,takeaways,hits,hits_taken,shots_blocked,faceoffs_won,faceoffs_lost,faceoffs_won_pcg
579,Mark Friedman,PHI,D,6,80.533333333333,0,1,1,0,1,50.00,2,0.00,0.03,6,2,0,0,0,0,2,1,1,0,0,2,0,1,8,14,5,0,0,-
580,Michael Amadio,L.A,C,62,689.55,6,7,3,4,13,50.00,72,8.33,7.31,120,90,71,38,6,12,10,5,5,0,0,5,18,26,18,55,19,206,216,48.82
581,William Lagesson,EDM,D,8,80.333333333333,0,0,0,0,0,0.00,8,0.00,0.26,19,12,5,0,0,0,0,0,0,0,0,1,5,0,2,9,9,0,0,-
582,Lucas Wallmark,"CAR, FLA",C,62,648.25,8,7,5,2,15,68.18,68,11.76,6.46,106,91,57,30,3,8,14,7,7,0,0,10,12,14,51,53,19,300,293,50.59
583,Chase De Leo,ANA,C,1,14.616666666667,0,0,0,0,0,-,1,0.00,0.06,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0.00
584,Christoffer Ehn,DET,C,53,478.35,1,1,1,0,2,100.00,31,3.23,2.92,50,41,26,14,0,4,2,1,1,0,0,7,11,3,56,42,12,93,123,43.06
585,Devon Toews,NYI,D,63,1086.2666666667,3,13,4,9,16,38.10,85,3.53,3.51,182,111,49,8,4,8,10,5,5,0,0,4,49,25,45,35,63,0,0,-
586,Austin Poganski,STL,R,1,5.9,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
587,Viktor Arvidsson,NSH,"L, R",51,639.93333333333,10,8,5,3,18,72.00,81,12.35,7.49,172,127,77,33,4,10,16,8,8,0,0,12,14,13,24,68,14,11,7,61.11
588,Sam Lafferty,PIT,C,47,412.65,5,7,4,3,12,85.71,48,10.42,3.55,72,62,37,18,2,12,17,7,6,1,0,4,11,15,90,57,14,101,90,52.88
589,Danton Heinen,"ANA, BOS","C, L",59,692.6,4,13,5,8,17,65.38,67,5.97,5.22,114,84,65,25,6,4,8,4,4,0,0,7,22,14,32,58,31,5,7,41.67
590,Clark Bishop,CAR,C,5,36.833333333333,0,1,1,0,1,100.00,4,0.00,0.39,6,5,5,3,0,1,4,2,2,0,0,0,1,1,5,4,0,12,21,36.36
591,CJ Suess,WPG,L,1,6.4333333333333,0,0,0,0,0,-,0,-,0.04,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,25.00
592,Oskar Lindblom,PHI,L,30,387.8,8,6,6,0,14,66.67,57,14.04,5.14,96,75,57,29,2,6,4,2,2,0,0,5,8,12,28,38,14,10,15,40.00
593,Anton Lindholm,COL,D,4,44.833333333333,0,1,0,1,1,33.33,1,0.00,0.02,4,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,-
594,Anthony Angello,PIT,C,7,38.883333333333,1,0,0,0,1,50.00,4,25.00,0.22,6,5,3,1,0,0,2,1,1,0,0,1,0,1,12,11,4,0,0,-
