"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"BRAD.HUNT","2018-2020","VGK/MIN","D",48,586.27,3,2,5,5,0.51,0.51,13.27,1.36,583,497,86,53.98,3.83,18,16,2,52.94,7.2,24.17,18.51,5.66,56.63,3.88,5,1,-4,107,10.95,2.5,0.26,5.45,99.28,59.13,25.49,26.12,51.12,28.18,49.91
"BRAD.MALONE","2018-2020","EDM","C",16,127.22,0,0,0,0,0,0,-0.64,-0.3,90,123,-33,42.25,-5.18,1,1,0,50,17.27,3.28,3.82,-0.54,46.2,-1.14,1,0,-1,19,8.96,1.11,0.52,0,100.53,28.79,15.75,28.35,47.75,27.71,50.55
"BRAD.MARCHAND","2018-2020","BOS","C",85,1162.9,20,32,52,39,2.68,2.01,62.78,3.24,1256,1026,230,55.04,3.44,68,45,23,60.18,7.63,53.92,43.28,10.64,55.47,5.89,29,27,-2,300,15.48,15.15,0.78,12.27,102.11,61.61,28.13,30.42,52.86,29.96,49.73
"BRAD.RICHARDSON","2018-2020","ARI","R",70,855.97,13,5,18,17,1.26,1.19,20.71,1.45,796,847,-51,48.45,-1.14,29,28,1,50.88,3.45,32.67,29.6,3.07,52.47,4.2,11,2,-9,187,13.11,8.09,0.57,11.71,100.37,34.76,25.66,29.54,48.24,29.48,50.14
"BRADY.SKJEI","2018-2020","NYR","D",81,1423.04,6,14,20,14,0.84,0.59,13.46,0.57,1237,1468,-231,45.73,-0.24,56,59,-3,48.7,5.69,55.33,63.97,-8.64,46.38,-0.33,15,6,-9,216,9.11,4.9,0.21,5.08,100.85,45.57,36.44,26.97,46.22,28.89,49.85
"BRADY.TKACHUK","2018-2020","OTT","L",75,1010.62,19,14,33,31,1.96,1.84,37.81,2.24,1003,1025,-22,49.46,5.54,50,51,-1,49.5,7.54,48.31,41,7.31,54.09,9.46,26,30,4,299,17.75,19.37,1.15,10.61,100.21,48.01,27.33,30.28,45.59,29.19,49.89
"BRANDON.CARLO","2018-2020","BOS","D",78,1353.79,2,6,8,7,0.35,0.31,26.05,1.15,1256,1104,152,53.22,0.43,51,32,19,61.45,7.52,48.45,44.27,4.18,52.25,0.62,19,7,-12,216,9.57,3.75,0.17,1.75,102.19,53.74,35.72,27.31,52.07,28.66,49.45
"BRANDON.DAVIDSON","2018-2020","CHI","D",9,110.05,0,1,1,0,0.55,0,0.22,0.12,102,114,-12,47.22,-4.12,3,7,-4,30,-22,3.33,5.31,-1.98,38.54,-6.29,2,1,-1,21,11.45,0.32,0.17,0,94.89,41.38,25,26.07,49.62,28.36,50.88
"BRANDON.DUBINSKY","2018-2020","CBJ","C",60,641.47,4,4,8,7,0.75,0.65,3.61,0.34,495,597,-102,45.33,-5.7,12,36,-24,25,-31.02,20.25,25.14,-4.89,44.61,-6.05,7,8,1,90,8.42,4.91,0.46,6.9,92.45,20.61,21.33,28.76,49.87,28.26,49.63
"BRANDON.MANNING","2018-2020","CHI/EDM","D",40,513.63,3,2,5,4,0.58,0.47,2.83,0.33,429,474,-45,47.51,-2.51,17,35,-18,32.69,-14.85,17.21,21.71,-4.5,44.22,-0.5,7,7,0,73,8.53,1.28,0.15,9.09,95.08,44.18,26.88,26.17,48.79,28.48,50.15
"BRANDON.MONTOUR","2018-2020","ANA/BUF","D",81,1452.73,6,17,23,12,0.95,0.5,27.95,1.15,1389,1405,-16,49.71,2.4,52,57,-5,47.71,7.82,53.76,64.43,-10.67,45.49,0.92,18,9,-9,307,12.68,6.69,0.28,4.05,99.6,48.35,36.58,27.66,48.25,28.84,49.81
"BRANDON.PIRRI","2018-2020","VGK","C",35,416.98,8,4,12,12,1.73,1.73,19.82,2.85,452,373,79,54.79,1.72,21,10,11,67.74,20.12,19.27,13.52,5.75,58.77,3.99,6,6,0,107,15.4,6.33,0.91,12.7,104.03,61.44,24.48,30.17,53.03,28.63,50.14
"BRANDON.SAAD","2018-2020","CHI","L",82,1122.08,14,18,32,26,1.71,1.39,40.92,2.19,1175,1063,112,52.5,4.94,49,55,-6,47.12,-4.38,48.45,54.02,-5.57,47.28,3.17,7,15,8,253,13.53,15.24,0.81,8.92,98.66,47.08,27.9,30.31,47.81,29.5,49.95
"BRANDON.SUTTER","2018-2020","VAN","C",31,374.05,4,4,8,6,1.28,0.96,1.9,0.3,290,416,-126,41.08,-7.49,14,24,-10,36.84,-14.88,10.72,16.19,-5.47,39.84,-7.53,1,5,4,64,10.27,2.8,0.45,9.76,98.6,33.72,25.9,29.64,48.74,29.22,50.76
"BRANDON.TANEV","2018-2020","WPG/PIT","L",87,1038.37,11,16,27,20,1.56,1.16,31.82,1.84,939,974,-35,49.09,0.3,35,32,3,52.24,2.06,37.22,36.59,0.63,50.43,3.91,10,25,15,221,12.77,9.96,0.58,8.66,100.68,41.88,24.69,28.8,49.65,28.97,50.09
"BRAYDEN.MCNABB","2018-2020","VGK","D",88,1426.38,3,12,15,11,0.63,0.46,26.26,1.1,1423,1286,137,52.53,-2.39,66,62,4,51.56,0.05,68.88,56.79,12.09,54.81,-2.2,26,8,-18,183,7.7,2.78,0.12,3.85,99.3,47.75,33.32,27.91,54.52,29.39,49.84
"BRAYDEN.POINT","2018-2020","T.B","C",82,1178.94,21,32,53,45,2.7,2.29,58.74,2.99,1206,1124,82,51.76,0.21,76,48,28,61.29,6.9,54.55,49.35,5.2,52.5,-0.36,10,17,7,224,11.4,17.49,0.89,15.11,103.65,52.53,30.11,31.02,50.22,29.72,50.15
"BRAYDEN.SCHENN","2018-2020","STL","C",78,1133.87,15,24,39,30,2.06,1.59,44.96,2.38,1157,1039,118,52.69,2.63,58,48,10,54.72,1.29,55.44,44.02,11.42,55.74,3.73,13,13,0,211,11.17,15.81,0.84,11.45,99.73,53.67,29.93,31.02,50.95,29.6,49.83
"BRAYDON.COBURN","2018-2020","T.B","D",80,1177.9,4,13,17,10,0.87,0.51,26.95,1.37,1152,1053,99,52.24,1.88,54,50,4,51.92,-8.16,43.8,41.68,2.12,51.24,-1.51,16,7,-9,237,12.07,4.37,0.22,3.45,100.29,49.57,30.95,27.05,50.46,28.32,49.83
"BRENDAN.GALLAGHER","2018-2020","MTL","R",87,1145.1,28,15,43,34,2.25,1.78,76.72,4.02,1445,1003,442,59.03,6.73,63,51,12,55.26,2.94,59.65,43.96,15.69,57.57,4.55,17,22,5,504,26.41,26.55,1.39,10.33,99.09,48.82,27.17,30.63,51.42,29.76,49.64
"BRENDAN.GUHLE","2018-2020","BUF/ANA","D",12,172.1,0,3,3,1,1.05,0.35,4.51,1.57,176,164,12,51.76,3.44,5,3,2,62.5,10.78,6.23,7.53,-1.3,45.28,-5.02,2,0,-2,39,13.6,0.99,0.35,0,102.05,71.43,30.78,27.61,48.06,28.49,49.45
"BRENDAN.LEIPSIC","2018-2020","VAN/L.A/WSH","L",70,784.15,6,14,20,16,1.53,1.22,17.23,1.32,658,739,-81,47.1,-1.82,29,33,-4,46.77,1.87,24.57,27.67,-3.1,47.03,-0.08,11,15,4,142,10.87,6.64,0.51,7.32,98.98,54.05,23.47,29.06,48.18,28.55,50.36
"BRENDAN.LEMIEUX","2018-2020","WPG/NYR","L",66,575.33,12,6,18,15,1.88,1.56,17.37,1.81,507,605,-98,45.59,-1.99,27,18,9,60,13.99,21.47,25.03,-3.56,46.17,-0.17,24,31,7,111,11.58,6.57,0.69,17.39,104.19,53.95,18.18,27.41,47.59,27.81,49.06
"BRENDAN.PERLINI","2018-2020","ARI/CHI","L",67,709.88,11,4,15,13,1.27,1.1,15.59,1.32,701,738,-37,48.71,-0.16,23,36,-13,38.98,-11.46,25.12,33.99,-8.87,42.5,-3.93,8,8,0,193,16.31,9.4,0.79,10.68,97.11,56.04,21.71,29.36,48.95,28.52,49.83
"BRENDAN.SMITH","2018-2020","NYR","D",66,864.57,4,7,11,8,0.76,0.56,9.19,0.64,757,821,-64,47.97,2.34,23,31,-8,42.59,-3.6,33.48,37.15,-3.67,47.4,0.57,21,17,-4,142,9.85,4.79,0.33,6.25,98.48,53.39,27.2,27.31,45.58,28.47,49.62
"BRENDEN.DILLON","2018-2020","S.J","D",89,1442.19,0,21,21,11,0.87,0.46,41.05,1.71,1473,1110,363,57.03,3.54,72,54,18,57.14,9.66,68.1,49.69,18.41,57.81,6.16,24,9,-15,200,8.32,3.15,0.13,0,99.95,49.33,33.62,28.14,52.52,28.82,49.65
"BRENT.BURNS","2018-2020","S.J","D",89,1633.03,8,35,43,28,1.58,1.03,71.08,2.61,1835,1404,431,56.65,3.39,89,80,9,52.66,3.73,77.16,64.2,12.96,54.58,1.47,12,5,-7,529,19.44,8.06,0.3,3.59,98.9,62.41,38.07,26.62,51.9,28.89,49.64
"BRENT.SEABROOK","2018-2020","CHI","D",81,1205.35,3,11,14,8,0.7,0.4,14.22,0.71,1113,1300,-187,46.13,-4.16,46,54,-8,46,-5.95,46.48,57.25,-10.77,44.81,-0.56,19,8,-11,227,11.3,4.91,0.24,2.33,99.77,48.64,30.27,28.01,50.45,28.86,49.97
"BRETT.CONNOLLY","2018-2020","WSH/FLA","R",86,1052.12,23,23,46,35,2.62,2,46.92,2.68,1025,987,38,50.94,1.86,60,44,16,57.69,5.45,44.95,43.51,1.44,50.81,4.62,12,10,-2,234,13.34,13.05,0.74,17.29,102.54,52.48,25.61,29.39,48.49,28.4,49.45
"BRETT.HOWDEN","2018-2020","NYR","C",69,814.07,7,15,22,18,1.62,1.33,7.3,0.54,686,942,-256,42.14,-4.11,32,44,-12,42.11,-3.8,30.41,41.56,-11.15,42.25,-5.06,8,10,2,104,7.67,8.53,0.63,12.07,100.17,46.07,24.39,28.72,47.18,28.1,49.32
"BRETT.KULAK","2018-2020","MTL","D",60,1003.89,5,9,14,8,0.84,0.48,33.57,2.01,1130,868,262,56.56,2.17,53,41,12,56.38,1.25,44.59,33.45,11.14,57.14,2.18,9,3,-6,199,11.89,4.02,0.24,5.15,99.63,56.31,34.17,27.28,53.22,28.68,49.27
"BRETT.PESCE","2018-2020","CAR","D",80,1352.9,8,13,21,16,0.93,0.71,37.7,1.67,1321,1169,152,53.05,-2.99,62,43,19,59.05,8.56,68.42,49.97,18.45,57.79,0.81,14,9,-5,206,9.14,4.42,0.2,7.55,101.33,51.07,35.3,27.76,55.3,29.25,49.59
"BRETT.RITCHIE","2018-2020","DAL/BOS","R",58,515.75,4,2,6,4,0.7,0.47,2.33,0.27,415,493,-78,45.7,-3.63,11,17,-6,39.29,-13.92,15.14,20.15,-5.01,42.9,-8.51,14,1,-13,108,12.56,4.89,0.57,6.78,98.93,41.45,18.22,28.25,48.22,27.91,49.89
"BRETT.SENEY","2018-2020","N.J","L",51,507.45,5,6,11,10,1.3,1.18,3.4,0.4,377,518,-141,42.12,-6.17,16,24,-8,40,-7.16,17.02,21.67,-4.65,43.99,-3.93,15,16,1,73,8.63,4.43,0.52,10.42,99.38,45.33,20.97,28,47.02,27.82,49.67
"BRIAN.BOYLE","2018-2020","N.J/NSH","C",73,638.23,9,2,11,11,1.03,1.03,10.61,1,522,609,-87,46.15,-3.41,25,30,-5,45.45,-0.87,22.03,26.79,-4.76,45.12,-5.15,10,10,0,123,11.56,7.19,0.68,11.69,99.98,37.66,18.62,28.4,48.4,27.57,49.83
"BRIAN.DUMOULIN","2018-2020","PIT","D",83,1452.57,3,15,18,6,0.74,0.25,34.5,1.43,1534,1362,172,52.97,5.61,78,57,21,57.78,6.57,69.03,57.76,11.27,54.44,5.54,10,9,-1,228,9.42,3.82,0.16,3.19,101.37,48.92,35.9,29.29,50.06,29.54,49.95
"BRIAN.GIBBONS","2018-2020","ANA/OTT/CAR","C",65,654.84,8,11,19,16,1.74,1.47,9.56,0.88,523,678,-155,43.55,-4.17,28,34,-6,45.16,2.53,20.15,30.8,-10.65,39.55,-5.72,8,8,0,90,8.25,5.35,0.49,16,101.27,53.11,20.56,28.3,47.33,27.94,49.81
"BROCK.BOESER","2018-2020","VAN","R",73,1049.55,17,19,36,27,2.06,1.54,37.35,2.14,1016,991,25,50.62,3.84,54,51,3,51.43,5.78,40.73,41.63,-0.9,49.45,4.56,5,10,5,246,14.06,11.39,0.65,13.82,100.77,69.63,29.81,30.01,48.05,28.99,50.12
"BROCK.MCGINN","2018-2020","CAR","L",89,1021.29,7,17,24,16,1.41,0.94,29.39,1.73,1001,955,46,51.18,-4.54,38,37,1,50.67,-2.05,42.58,38.69,3.89,52.39,-5.56,11,19,8,240,14.1,13.48,0.79,6.19,99.87,52.55,23.85,28.98,55.65,28.59,49.37
"BROCK.NELSON","2018-2020","NYI","C",87,1193.56,20,17,37,29,1.86,1.46,32.77,1.65,1048,1181,-133,47.02,-0.83,47,35,12,57.32,3.95,48.48,45.88,2.6,51.38,0.67,15,12,-3,220,11.06,15.34,0.77,14.29,102.78,46.11,28,29.92,48.93,29.3,50.04
"BROOKS.ORPIK","2018-2020","WSH","D",52,654.75,2,7,9,4,0.82,0.37,8.62,0.79,578,629,-51,47.89,-2.59,35,28,7,55.56,6.45,25.96,26.53,-0.57,49.46,2.34,9,5,-4,90,8.25,1.21,0.11,5.71,102.52,46.53,26.17,26.6,48.93,28.2,49.9
"BRYAN.LITTLE","2018-2020","WPG","C",82,1028.53,8,19,27,19,1.58,1.11,18.75,1.09,926,1066,-140,46.49,-3.33,40,52,-12,43.48,-9.88,35.74,46.31,-10.57,43.56,-5.73,9,14,5,148,8.63,8.22,0.48,8.42,99.37,52.33,25.98,29.44,49.24,28.72,49.96
"BRYAN.RUST","2018-2020","PIT","R",72,952.97,15,12,27,22,1.7,1.39,31.16,1.96,955,948,7,50.18,0.61,45,38,7,54.22,-0.78,40.92,41.77,-0.85,49.49,-2.42,11,14,3,198,12.47,12.73,0.8,13.04,101.07,50.24,27.01,31.18,51.17,29.41,49.69
"CAL.CLUTTERBUCK","2018-2020","NYI","R",78,804.25,3,12,15,11,1.12,0.82,14.44,1.08,649,721,-72,47.37,0.19,25,22,3,53.19,-2.68,31.74,23.97,7.77,56.97,7.27,7,6,-1,151,11.27,9.06,0.68,3.95,101.21,35.48,21.01,28.29,47.04,28.48,50.06
"CALEB.JONES","2018-2020","EDM","D",17,290.47,1,4,5,3,1.03,0.62,1.73,0.36,235,273,-38,46.26,1.96,11,19,-8,36.67,-6.19,8.51,11.98,-3.47,41.53,4.19,3,0,-3,34,7.02,0.59,0.12,5.88,96.9,45.93,34.84,27.95,47.92,28.8,50.08
"CALE.MAKAR","2018-2020","COL","D",6,80.57,0,2,2,1,1.49,0.74,2.45,1.82,84,79,5,51.53,3.33,7,4,3,63.64,3.64,3.47,2.82,0.65,55.17,8.48,0,0,0,7,5.21,0.06,0.04,0,106.07,59.38,30.55,28.85,50.46,29.19,51.35
"CALLE.JARNKROK","2018-2020","NSH","C",84,1018.49,8,14,22,12,1.3,0.71,27.91,1.64,964,910,54,51.44,-1.08,45,33,12,57.69,4.82,34.46,35.61,-1.15,49.18,-3.22,5,11,6,187,11.02,7.98,0.47,8.16,102.03,49.19,25.46,29.66,51.46,28.69,49.9
"CALLE.ROSEN","2018-2020","TOR","D",4,61.63,1,0,1,1,0.97,0.97,1.12,1.09,64,63,1,50.39,0.56,4,5,-1,44.44,-22.22,3.63,3.69,-0.06,49.59,-0.75,0,0,0,10,9.74,0.15,0.15,20,96.11,48.89,29.68,26.52,52.04,28.23,52.53
"CALVIN.DE HAAN","2018-2020","CAR/CHI","D",75,1196.21,1,12,13,7,0.65,0.35,31.66,1.59,1291,1035,256,55.5,0.8,42,46,-4,47.73,-5.21,58.24,47.35,10.89,55.16,-1.55,9,9,0,268,13.44,4.61,0.23,1.08,98.04,56.5,33.23,27.16,53.34,28.58,49.3
"CAM.ATKINSON","2018-2020","CBJ","R",85,1225.65,25,19,44,34,2.15,1.66,52.29,2.56,1230,1158,72,51.51,2.04,72,64,8,52.94,2.29,54.95,51.12,3.83,51.81,2.19,7,7,0,366,17.92,19.87,0.97,11.68,100.76,67.76,28.97,32.32,50.27,29.65,50.04
"CAM.FOWLER","2018-2020","ANA","D",65,1173.2,4,10,14,9,0.72,0.46,8.8,0.45,1025,1218,-193,45.7,-2.26,43,39,4,52.44,7.17,37.47,54.85,-17.38,40.59,-5.71,6,4,-2,154,7.88,2.5,0.13,6.25,102.05,54.33,37.71,27.39,48,28.9,49.84
"CARL.DAHLSTROM","2018-2020","CHI/WPG","D",42,693.9,0,4,4,2,0.35,0.17,5.72,0.49,627,669,-42,48.38,-0.19,35,31,4,53.03,0.86,26.76,31.82,-5.06,45.68,1.39,3,3,0,92,7.96,1.46,0.13,0,101.79,39.6,33.16,28.11,50.01,29.48,49.75
"CARL.GRUNDSTROM","2018-2020","L.A","R",16,201.9,4,1,5,5,1.49,1.49,5.1,1.52,202,192,10,51.27,4.64,7,11,-4,38.89,-2.49,10,6.9,3.1,59.17,13.14,2,2,0,47,13.97,3.81,1.13,22.22,97.46,54.55,25.13,29.29,49.52,28.5,49.52
"CARL.GUNNARSSON","2018-2020","STL","D",29,405.6,3,4,7,4,1.04,0.59,9.78,1.45,374,341,33,52.31,1.15,23,19,4,54.76,-4.96,16.98,14.85,2.13,53.35,1.31,5,2,-3,52,7.69,1.45,0.21,12,99.92,49.25,28.15,28.15,50.74,28.94,49.95
"CARL.HAGELIN","2018-2020","PIT/L.A/WSH","L",65,775.98,5,15,20,11,1.55,0.85,26.59,2.06,741,625,116,54.25,4.17,37,30,7,55.22,1.6,30.49,27.4,3.09,52.67,3.23,13,6,-7,168,12.99,9,0.7,5.21,100.63,58.24,25.09,29.58,48.85,28.64,49.63
"CARL.SODERBERG","2018-2020","COL/ARI","C",85,1048.32,16,17,33,25,1.89,1.43,36.3,2.08,1025,1033,-8,49.81,-0.39,48,48,0,50,-1.6,41.53,39.31,2.22,51.37,1.78,10,15,5,262,15,14.13,0.81,10.6,99.39,40.4,26.44,28.69,49.38,28.94,49.96
"CARSEN.TWARYNSKI","2018-2020","PHI","L",5,52.39,1,0,1,1,1.15,1.15,0.34,0.39,40,52,-12,43.48,-15.4,1,0,1,100,60,1.27,1.44,-0.17,46.86,-18.74,2,0,-2,5,5.73,0.11,0.13,25,105.26,41.94,21.43,28.61,56.42,27.88,47.78
"CARSON.SOUCY","2018-2020","MIN","D",5,65,0,0,0,0,0,0,0,0,48,64,-16,42.86,-12.22,4,1,3,80,41.54,1.77,1.74,0.03,50.43,-4.93,1,1,0,3,2.77,0.05,0.05,0,111.09,48.78,28.41,25.87,51.7,28.22,50.45
"CARTER.ROWNEY","2018-2020","ANA","R",68,701.6,5,11,16,12,1.37,1.03,12.83,1.1,609,667,-58,47.73,-0.52,21,24,-3,46.67,-3.58,26.22,28.74,-2.52,47.71,1.47,4,5,1,87,7.44,5.74,0.49,9.8,100.2,47.38,21.51,28.36,46.15,28.37,49.83
"CARTER.VERHAEGHE","2018-2020","T.B","C",6,52.93,0,0,0,0,0,0,0.56,0.63,55,53,2,50.93,10.22,3,2,1,60,-4.71,2.01,1.74,0.27,53.6,10.72,0,0,0,9,10.2,0.54,0.61,0,105.94,37.04,19.3,27.79,40.66,27.23,54.15
"CASEY.CIZIKAS","2018-2020","NYI","C",75,840.2,15,11,26,22,1.86,1.57,24.5,1.75,683,776,-93,46.81,-0.98,33,22,11,60,4.55,32.15,27.84,4.31,53.59,2.87,15,10,-5,153,10.93,11.13,0.79,15,103.45,34.68,22.95,27.96,46.55,28.69,49.84
"CASEY.MITTELSTADT","2018-2020","BUF","C",84,913.37,9,7,16,15,1.05,0.99,15.65,1.03,817,871,-54,48.4,-1.84,35,43,-8,44.87,-2.28,30.78,36.64,-5.86,45.65,-2.59,4,15,11,146,9.59,7.83,0.51,10.23,99.01,71.32,22.29,28.86,50.24,28.22,49.64
"CASEY.NELSON","2018-2020","BUF","D",38,534.63,1,4,5,3,0.56,0.34,9.8,1.1,475,430,45,52.49,2.35,20,19,1,51.28,5.06,19.52,19.91,-0.39,49.51,1.49,3,2,-1,81,9.09,1.21,0.14,2.78,99.8,52.83,28.56,26.95,49.61,28.19,49.2
"CEDRIC.PAQUETTE","2018-2020","T.B","C",80,786.72,11,4,15,14,1.14,1.07,13.51,1.03,640,738,-98,46.44,-6.64,29,29,0,50,-8.11,25.76,26.42,-0.66,49.37,-4.37,29,22,-7,134,10.22,8.42,0.64,13.58,100.73,39.15,20.62,27.55,50.79,27.74,49.44
"CHAD.RUHWEDEL","2018-2020","PIT","D",18,259.7,1,1,2,1,0.46,0.23,3.67,0.85,254,230,24,52.48,2.52,6,12,-6,33.33,-28.96,11.04,8.37,2.67,56.88,5.35,2,1,-1,45,10.4,0.65,0.15,4.76,94.54,48.12,30.34,27.37,49.48,28.77,49.14
"CHANDLER.STEPHENSON","2018-2020","WSH","C",70,709.93,4,5,9,8,0.76,0.68,2.25,0.19,566,690,-124,45.06,-4.07,14,29,-15,32.56,-24.53,22.48,28.06,-5.58,44.48,-2.91,0,2,2,67,5.66,4.23,0.36,11.76,96.78,47.93,21.47,28.19,49.39,28.47,49.75
"CHARLES.HUDON","2018-2020","MTL","L",32,320.32,3,1,4,3,0.75,0.56,4.17,0.78,319,336,-17,48.7,-7.35,9,15,-6,37.5,-19.02,12.24,12.94,-0.7,48.61,-8.59,7,2,-5,77,14.42,4.24,0.79,6.52,96.49,55.49,20.97,28.18,53.05,27.78,48.92
"CHARLIE.COYLE","2018-2020","MIN/BOS","C",87,1138.95,10,17,27,19,1.42,1,35.14,1.85,1121,1038,83,51.92,-0.77,45,47,-2,48.91,-4.1,44.54,39.46,5.08,53.02,-1.27,9,15,6,228,12.01,12.32,0.65,7.19,98.5,52.24,27.26,30.27,51.16,28.92,49.52
"CHARLIE.MCAVOY","2018-2020","BOS","D",60,1085.12,5,15,20,15,1.11,0.83,33.7,1.86,1089,924,165,54.1,1.39,57,46,11,55.34,-4.5,44.65,36.92,7.73,54.74,3.9,14,14,0,146,8.07,4.03,0.22,6.58,100,53.61,36.96,27.96,52.27,29.68,49.68
"CHRIS.BUTLER","2018-2020","STL","D",13,169.23,1,1,2,2,0.71,0.71,4.65,1.65,162,138,24,54,5.6,7,4,3,63.64,18.64,7.31,5.22,2.09,58.34,6.96,0,0,0,31,10.99,0.37,0.13,10,102.75,51.49,26.92,26.73,51.03,28.02,49.42
"CHRIS.KREIDER","2018-2020","NYR","C",82,1116.47,19,19,38,26,2.04,1.4,37.14,2,1024,1063,-39,49.07,4.26,61,47,14,56.48,15.53,48.35,44.67,3.68,51.98,6.91,20,6,-14,245,13.17,15.23,0.82,12.58,102.55,50.41,28.26,30.08,45.38,29.7,49.94
"CHRIS.KUNITZ","2018-2020","CHI","L",55,482.85,5,5,10,8,1.24,0.99,10.48,1.3,426,410,16,50.96,0.8,15,20,-5,42.86,-11.69,17.77,17.3,0.47,50.67,5.52,5,4,-1,81,10.07,4.56,0.57,12.82,97.88,43.48,17.76,27.52,48.13,28.24,49.72
"CHRIS.TANEV","2018-2020","VAN","D",60,947.5,2,8,10,7,0.63,0.44,4.57,0.29,731,902,-171,44.76,-4.36,33,33,0,50,1.52,28.34,37.8,-9.46,42.85,-4.99,9,1,-8,89,5.64,1.6,0.1,4.88,101.22,39.44,33.36,27.79,49.43,29.52,50.45
"CHRISTIAN.DJOOS","2018-2020","WSH","D",44,585.33,1,7,8,6,0.82,0.62,9.85,1.01,533,553,-20,49.08,2.25,28,19,9,59.57,6.47,21.85,26.53,-4.68,45.16,2.03,2,5,3,72,7.38,1.3,0.13,3.12,103.77,59.6,27.54,26.52,48.09,28.15,49.51
"CHRISTIAN.DVORAK","2018-2020","ARI","L",24,287.17,2,6,8,7,1.67,1.46,8.04,1.68,257,272,-15,48.58,0.86,14,11,3,56,1.65,12.11,9.63,2.48,55.7,5.25,2,2,0,44,9.19,2.84,0.59,8,101.91,50.88,25.06,29.72,49.65,28.51,49.5
"CHRISTIAN.FISCHER","2018-2020","ARI","R",74,827.58,11,6,17,14,1.23,1.02,21.84,1.58,756,727,29,50.98,3,24,27,-3,47.06,2.3,28.11,29.71,-1.6,48.62,-0.27,11,10,-1,181,13.12,9.68,0.7,10.09,99.15,55.94,23.25,29.3,48.68,28.39,49.93
"CHRISTIAN.FOLIN","2018-2020","PHI/MTL","D",48,690.52,0,7,7,1,0.61,0.09,10.47,0.91,617,626,-9,49.64,-5.43,34,31,3,52.31,2.31,25.69,24.83,0.86,50.85,-6.61,10,7,-3,114,9.91,2.23,0.19,0,101.12,50,29.02,27.01,51.39,28.41,48.92
"CHRISTIAN.JAROS","2018-2020","OTT","D",60,791.95,1,5,6,4,0.45,0.3,-1.1,-0.08,631,826,-195,43.31,-2.48,24,42,-18,36.36,-6.87,24.47,32.61,-8.14,42.87,-4.07,11,7,-4,107,8.11,2.09,0.16,1.67,96.8,43.48,26.54,26.81,45.09,29.04,50.5
"CHRISTIAN.WOLANIN","2018-2020","OTT","D",30,445.65,3,5,8,5,1.08,0.67,6.17,0.83,402,471,-69,46.05,2.61,29,22,7,56.86,16.63,17.65,20.34,-2.69,46.46,3.02,3,0,-3,62,8.35,1.3,0.18,9.68,104.41,46.06,29.41,27.57,45.04,28.42,50.28
"CHRIS.TIERNEY","2018-2020","OTT","C",85,1111.9,6,25,31,20,1.67,1.08,11.52,0.62,943,1250,-307,43,-2.89,46,67,-21,40.71,-4.5,41.36,53.14,-11.78,43.77,-3.85,8,9,1,158,8.53,8.02,0.43,6.67,99.11,44,26.61,28.83,45.93,28.49,49.99
"CHRISTOFFER.EHN","2018-2020","DET","C",65,629.12,2,6,8,4,0.76,0.38,0.57,0.05,461,645,-184,41.68,-6.68,14,23,-9,37.84,-8.18,17.76,27.75,-9.99,39.02,-7.69,2,7,5,90,8.58,3.09,0.29,4.26,99.13,35.21,19.78,27.55,46.49,28.12,49.71
"CHRIS.WAGNER","2018-2020","BOS","R",82,961.36,10,7,17,15,1.06,0.94,22.18,1.38,828,848,-20,49.4,-4.54,29,29,0,50,-7.14,33.06,34.81,-1.75,48.71,-3.94,15,13,-2,213,13.29,12.13,0.76,7.75,99.68,34.01,24.09,28.78,50.02,28.63,49.55
"CHRIS.WIDEMAN","2018-2020","OTT/EDM/FLA","D",25,265.12,1,4,5,4,1.13,0.91,1.32,0.3,237,294,-57,44.63,1.34,9,17,-8,34.62,-13.87,9.73,12.28,-2.55,44.21,-0.15,9,3,-6,49,11.09,0.84,0.19,4.35,96.15,50,21.91,27.42,45.71,28.12,49.93
"C.J..SMITH","2018-2020","BUF","L",11,113.23,2,0,2,2,1.06,1.06,3.3,1.75,107,99,8,51.94,0.82,3,3,0,50,4.76,4.04,4.62,-0.58,46.65,-1.55,0,0,0,28,14.84,1.11,0.59,11.11,100.22,44.07,20.48,28.85,48.84,28.08,49.44
"CLARK.BISHOP","2018-2020","CAR","C",20,181.38,1,2,3,3,0.99,0.99,3.06,1.01,188,184,4,50.54,-3.56,8,11,-3,42.11,-0.75,8.35,7.64,0.71,52.22,-4.62,3,2,-1,36,11.91,1.32,0.44,6.67,96.67,62.63,19.36,27.84,53.72,27.7,49.08
"CLAUDE.GIROUX","2018-2020","PHI","R",86,1279.3,16,32,48,39,2.25,1.83,55.67,2.61,1372,1234,138,52.65,5.94,68,58,10,53.97,11.11,53.59,53.5,0.09,50.04,0.86,8,13,5,295,13.84,10.75,0.5,10.26,101.18,52.45,30.94,30.75,46.5,29.57,49.82
