"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"853","Lias Andersson","NYR","C","42","417.61666666667","9.943253968254","-4.98","0.89","-2.90","-3.1","-0.62","-1.73","-1.66","-0.91","-0.81","-1.14","0.55","-19.62","-0.36","-0.01","-4.30","-3.66","0.85","-4.61","-3.1","0.62","-9.29","-0.68","0.11","-15.93","-0.74","0.3","-1.32","-0.45","0.6","-29.51","-1.32","0.51","-1.43","-0.17","-0.01","-7.89","4.89","90.58","0.955","7.47","11.49","8.48","57.04","46.85","13.65","16.23","17.1","44.39"
"819","Nikita Zaitsev","TOR","D","81","1375.75","16.984567901235","-4.19","3.08","-2.91","-6.1","2.08","-4.44","-5.28","-0.9","-3.58","-1.1","-0.11","-8.71","-0.17","-0.02","-1.58","-0.22","1.44","-1.42","-0.05","-0.6","1.29","-0.57","0.17","-12.50","-0.23","2.72","-3.03","-0.43","-0.19","-5.36","-5.89","2.29","-5.37","-0.32","-0.21","1.50","8.00","92.56","1.006","7.07","14.61","10.42","48.06","40.40","15.83","21.02","21.94","41.92"
"86","Matt Niskanen","WSH","D","80","1429.1333333333","17.864166666667","-6.07","0.46","-2.92","-5.34","0.78","-3.66","-3.55","2.64","-5.12","-1.23","0.16","-12.58","-0.42","-0.11","-3.67","-4.21","-0.47","-3.52","-3.15","-1.57","-4.79","-0.94","-0.22","-14.86","-1.41","1.46","-3.29","-0.08","0.18","-6.56","-4.31","0.14","-3.26","-0.4","0.35","-31.42","8.04","92.27","1.003","6.3","13.73","7.18","35.27","46.73","14.78","20.87","18.64","44.22"
"514","Ashton Sautner","VAN","D","17","239.28333333333","14.075490196078","-12.8","-6.43","-2.92","-10.43","-4.71","-3.55","-3.82","-3.92","-0.16","-0.3","-1.13","7.04","-0.64","-0.32","-5.03","-9.74","-6.28","-5.04","-2.74","-3.44","-0.16","-0.28","-1.31","12.41","-9.32","-3.79","-7.83","0.42","1.15","-19.19","-6.22","-0.81","-3.37","-0.85","-0.99","-46.15","6.42","93.22","0.996","6.02","16.05","10.53","53.91","36.36","12.04","20.06","20.06","37.50"
"53","Kyle Brodziak","EDM","C","70","681.05","9.7292857142857","-3.6","2.88","-2.93","-2.98","-0.27","-1.73","-3.03","0.11","-2.79","-1.16","0.14","-16.32","-0.44","-0.09","-4.19","-6.26","0.66","-7.28","-2.66","-0.47","-5.81","-0.78","-0.2","-15.94","-4.8","1.51","-8.35","-0.69","0.57","-34.87","2.66","3.55","-0.58","0.23","-0.09","16.32","4.98","91.22","0.962","7.22","16.65","15.95","42.46","31.18","11.98","20.97","25.99","31.55"
"318","Cam Fowler","ANA","D","59","1093.4166666667","18.532485875706","-2.93","3.97","-2.98","-2.73","3.69","-3.72","-0.35","2.89","-2.58","-0.05","-0.33","2.92","-0.09","0.27","-3.60","-1.83","1.78","-3.34","0.07","0.61","-1.02","-0.26","0","-5.68","-2.53","1.57","-4.95","0.2","-0.11","9.46","-1.67","2.57","-2.95","0.09","-0.31","35.71","7.33","93.40","1.007","11.63","13.01","9.77","43.51","54.36","20.63","18.77","18.33","52.96"
"763","Matt Roy","L.A","D","25","379.06666666667","15.162666666667","3.58","11.49","-2.99","4.36","7.31","-1.12","1.3","3.54","-1.56","1.28","0.31","11.13","0.23","0.67","-3.91","1.63","6.25","-3.70","1.36","3.25","-3.76","0.55","1.06","-4.12","0.37","4.01","-3.75","1.04","-0.88","36.54","3.3","6.93","-1.95","-0.07","-0.14","0.00","10.98","89.62","1.006","4.27","11.08","7.28","53.18","36.99","12.66","18.84","16.94","42.78"
"480","Chris Tierney","OTT","C","81","1067.7333333333","13.181893004115","-3.4","3.74","-2.99","-2.9","3.46","-3.56","-1.15","3.18","-3.19","0","0.51","-3.81","-0.11","0.35","-4.60","0.04","2.64","-2.16","-0.3","1.77","-4.20","-0.15","0.35","-7.37","0.46","1.15","-0.64","-0.03","-0.5","9.36","-4.11","1.35","-3.85","0.27","0.8","-10.00","8.96","90.35","0.993","9.72","11.8","9.5","43.1","50.58","15.45","18.88","19.33","44.43"
"396","Victor Rask","CAR, MIN","C","49","503.9","10.283673469388","-4.49","2.54","-2.99","-4.04","3.54","-4.36","-3.17","0.91","-3.37","-0.51","-0.63","0.44","-0.77","0.37","-12.31","-6.87","3.51","-10.13","-3.66","1.22","-11.41","-0.24","-0.75","11.54","-4.28","3.05","-9.25","-0.06","0.21","-8.48","3.22","-0.4","2.29","-0.27","-0.05","-12.00","5.35","94.02","0.994","13.1","13.22","7.03","52.39","65.09","21.31","20.48","14.53","59.47"
"737","Dennis Gilbert","CHI","D","1","12.766666666667","12.766666666667","-24.13","-16.05","-3.01","-7.66","-15.6","5.06","-10.6","-15.3","4.55","-4.85","-1.62","-","-1.37","-2.38","10.19","-15.45","-8.98","-4.00","-6.77","-13.23","8.33","-4.85","0","-","-11.58","5.67","-15.38","0","-2.16","0.00","-12.32","-7.87","-5.42","0","0","-","0.00","100.00","1.000","0","9.4","9.4","61.1","0.00","4.7","14.1","9.4","33.33"
"532","Jonny Brodzinski","L.A","L","13","125.11666666667","9.624358974359","-8.44","-2.41","-3.07","-10.32","-3.15","-5.17","-5.85","-6.77","0.24","0.23","-1.03","11.22","-0.61","0.07","-7.94","-8.09","3.3","-11.43","-3.15","0.39","-9.07","1.01","-0.16","20.78","-6.6","3.88","-12.73","-0.88","-1.03","2.38","1.83","-6.21","5.38","-0.16","-0.13","-16.67","10.42","90.57","1.010","8.15","8.15","4.8","59.94","62.96","14.39","14.87","12.95","52.63"
"813","Tage Thompson","BUF","C, R","65","715.98333333333","11.015128205128","-5.54","1.14","-3.09","-3.38","2.07","-3.17","-3.7","1.32","-4.06","-1.2","0.26","-18.64","-0.41","0.24","-7.73","-3.26","1","-4.39","-1.97","1.28","-8.04","-1","0.28","-33.07","-1.72","-0.37","-1.80","0.12","0.11","1.29","-2.69","1.3","-2.76","-0.39","-0.16","-14.55","4.15","91.60","0.958","9.64","13.07","9.22","45.67","51.11","14.83","17.26","16.17","47.84"
"108","Nick Foligno","CBJ","L","73","994.95","13.629452054795","-3.24","3.6","-3.10","-3.22","1.82","-2.99","-1.5","0.66","-1.74","0.4","-0.44","7.97","-0.17","-0.04","-1.45","-2.64","-0.41","-2.15","-0.36","-0.55","0.49","0.39","-0.33","12.50","-3.03","0.18","-4.03","-0.28","-0.05","-5.52","-1.71","3.88","-3.99","0.25","-0.06","12.67","10.08","92.91","1.030","10.73","17.55","13.57","35.82","44.17","16.1","23.46","25.15","39.04"
"701","Jakob Forsbacka Karlsson","BOS","C","28","305.06666666667","10.895238095238","-4.13","2.83","-3.12","-4.48","2.6","-4.15","-1.32","-2.5","1.21","-0.53","-0.7","3.69","-0.07","0.01","-0.88","-2.53","0.76","-3.30","-0.66","0.32","-2.48","-0.22","-0.48","9.85","-2.49","0.58","-3.85","-0.79","0.23","-36.00","-1.83","3.73","-3.78","0.41","-0.57","77.78","5.56","94.85","1.004","14.36","13.57","4.33","44.25","76.84","22.62","18.88","10.42","68.45"
"279","Phil Varone","PHI","C","47","366.88333333333","7.8060283687943","-7.03","-0.68","-3.12","-7.77","-0.43","-4.99","-4.28","-1.44","-2.78","-0.62","-0.76","0.34","-0.46","-0.11","-4.76","-4.54","-2.11","-3.12","-3.23","-1.19","-6.21","-0.43","-0.18","-4.35","-1.75","-1.22","-1.08","-0.74","-0.63","-12.01","-5.47","2.09","-5.39","0.53","-0.16","37.78","7.74","92.89","1.006","6.71","16.19","6.71","53.15","50.00","10.47","21.75","14.88","41.29"
"405","Scott Harrington","CBJ","D","73","878.96666666667","12.040639269406","-2.05","5","-3.15","-1.7","2.9","-2.72","-0.72","1.44","-1.76","-0.51","-0.41","-0.69","-0.1","0.2","-3.17","0.1","1.33","-1.19","0.31","0.66","-0.83","-0.52","-0.3","-3.47","-0.28","0.9","-1.45","0.11","-0.25","8.47","-3.99","5.29","-6.62","-0.07","0.15","-10.80","7.88","92.79","1.007","10.58","13.38","9.49","50.17","52.72","17.95","18.57","17.88","50.10"
"574","Jonathan Drouin","MTL","C, L","81","1068.0833333333","13.18621399177","-3.89","3.74","-3.15","-2.74","3.18","-3.36","-2.49","2","-3.44","-0.04","0.56","-5.78","-0.28","0.44","-7.82","-3.44","5.28","-8.04","-2.04","2.6","-10.19","-0.31","0.58","-14.71","-1.87","3.58","-6.50","0.48","0.32","4.41","0.72","-1.54","1.48","-0.1","-0.37","28.04","8.53","90.97","0.995","10.34","13.48","8.65","47.13","54.44","19.32","20.78","18.43","51.19"
"862","Neal Pionk","NYR","D","73","1163.35","15.936301369863","-3.99","2.92","-3.15","-2.04","2.91","-2.90","-3.05","1.94","-4.19","-0.32","0.33","-6.63","-0.18","0.15","-3.50","-2.52","0.75","-3.21","-0.87","1.25","-4.47","-0.13","0","-2.62","-2.2","-0.66","-2.29","-0.09","-0.02","-2.89","-2.28","2.44","-3.49","-0.18","0.49","-27.38","7.42","91.26","0.987","6.81","14.91","9.34","47.86","42.17","16.19","20.58","19.55","45.31"
"87","James Neal","CGY","L","63","784.55","12.453174603175","-3.24","3.91","-3.20","-3.6","3.49","-4.25","-4.21","2.31","-5.50","-1.13","-0.06","-10.57","-0.47","-0.02","-4.94","-3.3","2.01","-5.06","-2.18","-0.05","-4.94","-0.74","-0.35","-4.90","-1.49","2.75","-5.20","-0.1","0.39","-13.33","0.03","2.82","-2.07","-0.45","0.03","-26.52","7.16","92.42","0.996","13.08","15.14","8.95","43.06","59.38","19.04","19.65","16.67","53.32"
"316","Derek Forbort","L.A","D","81","1458.6833333333","18.008436213992","-9.33","-2.9","-3.20","-6.28","-0.6","-3.71","-5.21","0.22","-4.99","-0.81","-0.48","-5.45","-0.39","0","-4.77","-4.42","-2.43","-2.46","-0.82","-0.67","-0.62","-0.47","-0.42","-3.42","-4.81","-2.35","-3.66","-0.14","-0.1","-1.61","-6.91","-0.56","-4.72","-0.34","0.06","-24.07","6.40","92.75","0.991","8.1","15.67","10.45","39.45","43.68","18.43","23.03","22.87","44.62"
"207","Jori Lehtera","PHI","C","27","201.03333333333","7.4456790123457","-9.21","-2.9","-3.23","-6.48","-2.65","-2.70","-4.23","-1.79","-2.45","-1.94","1.44","-30.71","-0.26","-0.41","1.47","-6.67","-1.61","-6.13","-0.37","-1.87","3.95","-0.34","0.16","-7.89","-8.41","0.35","-13.75","-1.63","1.43","-62.86","-3.19","-1.73","-1.24","-0.56","0.3","-50.00","6.10","86.32","0.924","5.67","14.92","8.06","60.89","41.30","10.74","18.8","19.7","35.29"
"176","Wayne Simmonds","NSH, PHI","R","79","987.51666666667","12.500210970464","-8.23","-1.2","-3.24","-6.82","-0.82","-3.72","-5.14","-1.88","-2.90","-0.64","-0.18","-5.51","-0.3","-0.21","-1.14","-2.65","-0.83","-1.98","-1.48","-0.91","-1.50","-0.45","-0.2","-4.69","-1.56","0.1","-2.23","0.12","0.18","0.00","-7.8","-0.27","-5.24","-0.41","-0.14","-21.43","7.11","91.84","0.989","9.66","13.55","9.11","46.48","51.46","15.8","19.69","16.95","48.24"
"170","Max Pacioretty","VGK","L","66","899.63333333333","13.630808080808","-1.31","5.84","-3.25","-0.02","4.9","-3.10","-0.2","3.43","-3.09","-0.29","0.56","-8.28","0.1","0.49","-4.46","1.81","4.05","-2.43","-0.39","2.19","-5.96","0","0.64","-9.52","2.93","2.48","0.05","0.02","0.15","-4.57","-3.74","2.13","-4.14","-0.44","-0.21","-5.42","7.20","90.69","0.979","8","11","6.2","40.75","56.34","21.74","20.68","18.81","53.62"
"37","Eric Fehr","MIN","C","72","642.8","8.9277777777778","-9.47","-2.38","-3.25","-7.35","-3.52","-2.25","-6.74","-2.25","-3.75","-0.95","0.4","-17.14","-0.67","-0.28","-4.56","-6.98","-1.14","-6.31","-3.16","-0.82","-5.53","-0.59","0.18","-18.61","-5.09","-0.43","-6.77","-0.55","-0.04","-20.77","-5.63","-4.11","-1.12","-0.05","0.37","-14.12","5.05","90.14","0.952","6.25","12.6","14.37","52.83","30.32","13.16","18.76","27.16","32.64"
"893","Egor Yakovlev","N.J","D","25","382.7","15.308","-5.13","1.56","-3.27","-7.01","1.35","-5.45","-5.55","-1.6","-3.92","0.29","-0.47","6.90","-0.36","0.14","-6.09","-2.35","-1.74","-0.88","-1.88","-0.2","-4.80","0.21","-0.65","14.30","-0.63","-2.06","1.60","0.27","-0.46","17.17","-2.86","5.28","-5.28","-0.18","0.75","-25.71","9.27","89.84","0.991","6.58","11.29","7.84","50.01","45.65","14.74","20.07","20.22","42.15"
"286","Brandon Manning","CHI, EDM","D","39","502.05","12.873076923077","-7.86","-0.82","-3.27","-7.12","0.02","-4.61","-6.03","-0.55","-5.04","-0.56","1.36","-15.29","-0.36","-0.05","-3.61","-7.14","-1.74","-5.60","-2.94","-0.8","-5.70","-0.56","0.29","-14.61","-5.6","-1.25","-5.52","0.09","0.78","-7.52","-1.54","1.63","-2.20","-0.1","0.7","-24.44","7.80","86.84","0.946","8.49","13.98","10.52","54.26","44.65","15.3","20.56","19.6","43.84"
"41","Brian Boyle","N.J, NSH","C","73","648.13333333333","8.8785388127854","-8.43","-1.56","-3.27","-8.6","-1.33","-4.51","-6.83","-1.2","-4.81","0.02","0.03","-0.12","-0.44","-0.03","-4.71","-4.56","-3.28","-1.48","-2.69","-1.29","-3.52","-0.34","0.19","-9.75","-2.5","-2.65","-0.08","0.15","-0.01","5.00","-5.72","2.48","-5.76","0.37","-0.19","21.21","8.80","91.02","0.998","9.07","14.07","13.15","43.97","40.83","14.35","19.16","23.42","37.99"
"604","Jordan Oesterle","ARI","D","71","1096.2166666667","15.439671361502","-2.73","5.01","-3.29","-2.36","2.69","-2.97","-2.78","1.09","-3.27","0.14","0.5","-3.54","-0.02","0.18","-2.23","-1.86","4.49","-6.00","-0.75","0.91","-3.67","0.18","0.52","-4.44","-1.48","4.77","-7.81","0.03","0.05","-0.93","-1.43","1.66","-2.05","-0.05","-0.16","5.56","7.87","91.37","0.992","6.4","8.81","5.42","53.64","54.17","16.64","15.98","14.89","52.78"
"454","Mark Jankowski","CGY","C","79","809.06666666667","10.24135021097","-4.94","2.66","-3.32","-4.86","-0.41","-2.53","-5.01","-0.74","-3.45","-1.15","0.19","-13.27","-0.32","-0.19","-1.06","-2.97","-2.55","0.01","-2.09","-0.77","-2.90","-0.55","0.08","-10.00","-1.17","-2.37","1.91","-0.59","0.19","-24.89","-3.2","5.67","-6.28","-0.22","0","-10.00","7.18","90.98","0.982","11.94","16.02","8.53","47.17","58.33","18.24","20.25","16.39","52.68"
"697","Jordan Greenway","MIN","L","81","1028.2333333333","12.694238683128","-6.86","0.58","-3.32","-5.49","1.42","-4.14","-3.94","0.57","-3.73","-0.43","-0.18","-3.29","-0.24","0.04","-3.14","-1.9","-0.8","-1.01","-0.91","-0.81","0.18","-0.23","-0.18","-1.72","-1.32","0.02","-1.78","0.03","0.53","-14.30","-5.31","1.59","-4.69","-0.28","-0.58","18.14","6.35","92.23","0.986","10.45","14.88","7.53","44.93","58.12","19.31","21.77","16.4","54.08"
"105","Bryan Little","WPG","C","82","1025.0166666667","12.500203252033","-2.68","5.1","-3.34","-1.04","5.06","-3.42","-1","4.6","-4.27","-0.26","0.77","-9.88","-0.08","0.4","-5.02","-0.95","1.93","-2.78","-0.56","1.29","-4.35","-0.53","0.39","-16.67","-0.52","0.86","-1.69","0.42","0.19","4.84","-1.31","2.48","-2.49","-0.08","0.34","-16.67","7.92","91.46","0.994","10.77","13.52","8.25","43.78","56.62","19.02","17.97","17.33","52.33"
"357","Kevan Miller","BOS","D","39","602.33333333333","15.444444444444","-2.47","4.95","-3.35","-2.32","1.76","-2.43","-0.62","0.55","-0.97","-0.27","-0.13","-1.05","-0.35","0.12","-5.49","-2.57","3.26","-5.87","-1.3","-0.51","-2.00","-0.11","-0.3","5.74","-1.7","5.02","-8.25","0.33","0.13","4.97","0.86","2.19","-1.00","-0.58","0.11","-41.11","7.19","93.66","1.008","7.87","15.34","8.47","48.71","48.17","15.54","22.21","18.03","46.29"
"100","Anton Stralman","T.B","D","47","795.48333333333","16.925177304965","-4.8","3.04","-3.39","-5.61","4.05","-5.57","-3.33","2.62","-4.74","0.25","0.11","1.01","-0.16","0.25","-4.35","-1.59","2.95","-3.97","-0.96","0.66","-3.70","0.59","-0.15","12.53","-0.84","3.06","-4.16","-0.47","0.38","-17.59","-3.48","-0.43","-2.07","0.01","-0.04","3.30","10.20","92.68","1.029","6.18","13.05","7.39","43.14","45.56","16.07","20.14","18.55","46.41"
"631","Nick Schmaltz","ARI, CHI","C","40","535.78333333333","13.394583333333","-3.81","4.2","-3.43","-5.23","5.73","-6.37","-3.63","3.44","-5.75","-0.46","0.64","-10.89","0.04","0.51","-4.30","0.62","5.55","-4.11","-0.79","2.48","-6.64","0.11","0.9","-12.07","1.88","4.1","-2.52","-0.34","0.02","-9.52","-5.28","-0.79","-3.03","-0.4","-0.34","-2.94","6.91","90.76","0.977","12.65","12.65","6.05","43.67","67.66","20.27","17.92","11.53","63.73"
"272","Garrett Wilson","PIT","L","50","350.35","7.007","-7.43","0.38","-3.44","-3.39","0.13","-2.04","-1.63","2.8","-3.43","-0.36","-0.41","1.38","-0.14","-0.01","-1.20","-1.03","-1.1","0.21","0.98","0.34","1.00","-0.38","-0.29","-0.51","-2.68","-1.91","-0.82","-0.08","0.38","-12.08","-7.16","1.74","-6.35","0.12","-0.5","57.14","6.56","94.95","1.015","4.11","12.5","15.58","58.06","20.87","6.51","17.98","24.49","20.99"
"554","Adam Erne","T.B","L","65","629.38333333333","9.6828205128205","-9.27","-1.64","-3.44","-6.35","-1.41","-2.96","-5.57","-2.6","-2.50","-0.48","-0.61","2.78","-0.35","-0.37","0.37","-4.02","-3.78","-0.06","0.29","-2.67","7.34","-0.19","-0.55","7.32","-5.74","-1.48","-4.87","-0.37","-0.21","-1.04","-6.23","4.16","-7.16","-0.01","0.13","-9.52","9.72","93.53","1.032","8.01","16.97","9.53","49","45.65","13.54","22.4","17.92","43.03"
"643","Ivan Barbashev","STL","C","80","776.88333333333","9.7110416666667","-6.23","1.25","-3.46","-4.34","0.86","-3.21","-3.39","1.39","-4.05","-0.61","0.39","-10.91","-0.44","0.11","-6.03","-5.35","3.18","-8.12","-2.13","0.77","-6.79","0.2","0.06","2.03","-4.29","3.22","-8.88","-0.56","0.52","-32.58","-0.62","-3.22","2.05","-0.53","-0.08","-35.53","7.08","91.47","0.986","6.26","14.29","8.57","53.21","42.19","10.27","20.54","17.07","37.57"
"236","Alex Chiasson","EDM","R","73","963.66666666667","13.200913242009","-3.88","3.81","-3.49","-2.71","3.76","-3.91","-3.16","0.93","-3.56","-0.29","-0.71","3.98","-0.11","-0.04","-0.79","-0.89","0.32","-1.20","-1.76","0.04","-4.45","-0.07","-0.12","0.52","1.15","0.38","1.02","-0.15","-0.59","17.44","-4.03","3.45","-5.48","-0.13","-0.18","-1.21","7.57","93.53","1.011","11.33","15.57","11.89","42.21","48.79","18.43","20.92","20.61","47.21"
"217","Mark Borowiecki","OTT","D","53","731.71666666667","13.805974842767","-3.11","5.55","-3.51","-0.25","2.44","-1.43","-2.09","1.74","-3.06","-1.04","-0.04","-10.35","-0.21","0.06","-2.94","-3.49","2.02","-5.16","-0.26","0.33","-1.27","-0.74","-0.06","-11.46","-4.3","2.26","-8.23","-0.35","0.15","-12.11","0.64","4.75","-2.20","-0.05","-0.13","1.50","6.76","90.87","0.976","8.28","17.88","12.63","50.43","39.61","14.6","24.03","23.78","38.03"
"427","Matt Puempel","DET","L","8","77.383333333333","9.6729166666667","-7.2","-0.61","-3.52","-6.45","-6.2","-1.15","-7.84","-8.64","-1.34","-2.55","-0.63","-53.85","-0.64","0.23","-11.31","-5.57","4.85","-10.29","-0.99","2.26","-7.41","-1.46","-0.68","-50.00","-6.11","3.45","-12.47","-0.73","0.31","-50.00","2.43","-6.71","6.44","-0.79","-0.26","-75.00","0.00","94.59","0.946","12.41","13.18","7.75","48.85","61.54","15.51","20.93","17.06","47.62"
"531","Luke Johnson","CHI","C","15","135.7","9.0466666666667","0.12","8.39","-3.53","-2.03","6.03","-4.69","-0.24","4.03","-3.57","-1.63","1.76","-35.01","-0.24","0.8","-10.14","-1.98","8.35","-8.28","-1.09","7.83","-15.32","-0.43","1.44","-27.00","-1.18","0.7","-2.02","-1.07","0.83","-53.33","1.42","-2.17","2.59","-0.58","-0.44","-57.14","2.82","87.50","0.903","13.26","9.73","9.73","54.38","57.69","21.22","12.82","16.8","55.81"
"407","Ryan Nugent-Hopkins","EDM","C","82","1163.5","14.189024390244","-4.18","3.56","-3.54","-2.79","2.39","-3.18","-1.49","1.43","-2.46","0.43","0.34","1.61","-0.14","0.21","-3.80","-0.75","2.31","-2.86","0.11","1.16","-2.16","0.36","0.33","1.83","-1.15","1.53","-3.35","0.25","-0.36","16.86","-5.8","1.69","-5.66","-0.24","0.32","-26.34","9.07","91.04","1.001","10.52","15.88","12.17","39.3","46.36","17.58","21.09","22.23","44.17"
"809","Vitaly Abramov","OTT","R","1","12.233333333333","12.233333333333","-9.72","-3.56","-3.54","-20.77","-6.35","-13.68","-20.34","3.89","-30.56","-1.68","6.44","-33.33","-0.82","-0.99","-3.57","-3.94","-12.65","4.10","-1.97","-0.43","-3.75","-1.68","3.22","-50.00","-2.63","-16.29","9.57","0","4.3","0.00","-3.27","20.63","-19.09","0","0","-","0.00","75.00","0.750","4.9","9.81","0","58.86","100.00","9.81","19.62","0","100.00"
"384","Alan Quine","CGY","C","13","119.6","9.2","-10.52","-3.6","-3.54","-9.67","-5.88","-2.99","-9.08","-3.29","-6.37","-0.53","-0.53","0.00","-0.66","-0.25","-5.56","-4.23","-1.58","-3.05","-0.87","1.41","-5.13","-0.43","0.05","-7.14","-4.47","-3.99","-0.64","-0.14","0.19","-12.50","-8.83","-1.89","-5.61","0","-1.05","0.00","10.00","92.45","1.025","9.53","15.55","9.03","48.66","51.35","13.04","19.57","17.06","43.33"
"508","Ben Hutton","VAN","D","69","1198.4166666667","17.368357487923","0.82","9.43","-3.55","0.37","8.67","-4.59","0.66","7.09","-4.83","-0.45","0.68","-11.53","0.03","0.46","-4.35","0.7","4.56","-3.06","0.22","3.03","-5.78","-0.08","0.07","-2.94","0.64","2.04","-1.29","-0.28","0.47","-18.52","0.04","6.48","-4.40","-0.22","0.39","-26.24","6.61","91.72","0.983","7.91","12.22","8.06","46.66","49.53","18.67","19.08","19.63","48.76"
"668","Clark Bishop","CAR","C","20","181.38333333333","9.0691666666667","-2.34","6.05","-3.55","-3.03","4.54","-4.24","-2.02","2.74","-3.83","0.97","1.41","-0.75","-0.44","0.09","-4.65","0.61","3.1","-2.44","-0.66","-0.41","-0.16","0.54","-0.77","27.68","1.69","4.67","-3.76","0.46","1.9","-11.36","-5.29","4.11","-6.30","0.13","1.09","-25.00","8.33","88.30","0.966","12.24","11.91","3.97","54.91","75.51","20.51","20.18","12.24","62.63"
"314","Devante Smith-Pelly","WSH","R","54","487.08333333333","9.0200617283951","-6.38","1.52","-3.57","-5.32","-2.76","-1.81","-4.37","-1.29","-2.91","-1.47","-0.19","-13.35","-0.41","-0.31","-1.59","-3.1","-2.87","-0.37","-2.34","-1.88","-2.22","-0.79","0.07","-18.42","-1.01","-1.32","0.43","-0.24","-0.38","5.76","-5.39","5.53","-7.61","-0.73","0.02","-26.47","6.76","92.31","0.991","9.12","14.66","8.62","43.24","51.39","14.54","19.59","18.48","44.03"
"35","Brent Seabrook","CHI","D","78","1159.5333333333","14.865811965812","-0.63","8.05","-3.61","-0.2","3.63","-2.12","0.17","1.94","-1.28","-0.44","0.08","-4.96","0.07","0.26","-1.55","-0.71","4.08","-3.94","0.88","1.67","-0.84","-0.39","0.19","-10.40","-2.12","3.21","-5.94","-0.16","-0.26","2.34","0.78","6.1","-3.72","0.09","0.11","-1.60","7.50","92.21","0.997","9.99","14.95","9.06","49.73","52.45","19.04","20.39","19.56","49.33"
"21","Frans Nielsen","DET","C","72","880.78333333333","12.233101851852","-6.72","0.68","-3.61","-4.76","0.49","-3.43","-1.98","0.18","-1.93","0.59","0.23","4.14","-0.3","-0.01","-3.69","-3.73","0.88","-4.83","-1.92","-0.49","-4.30","0.25","0.21","1.30","-2.41","1.83","-5.35","0.12","0.12","-0.35","-3.98","0.85","-3.70","0.36","-0.1","19.64","10.05","91.42","1.015","12.33","16.08","9.26","44.82","57.10","19.01","23.09","20.03","48.69"
"15","Dan Hamhuis","NSH","D","57","798.83333333333","14.014619883041","-13.14","-4.26","-3.61","-11.56","-3.93","-4.16","-8.33","-3.41","-3.59","-1.06","-0.24","-8.45","-0.55","-0.22","-3.45","-6.75","-1.71","-4.55","-2.37","0.31","-6.10","-1","0.23","-25.16","-5.84","-2.68","-3.29","0.1","-0.3","11.11","-7.92","-2.83","-3.05","-0.2","-0.35","8.87","6.76","92.27","0.990","9.84","14.8","10.59","43.04","48.16","17.8","21.26","19.23","48.07"
"6","Ron Hainsey","TOR","D","81","1360.2666666667","16.79341563786","-1.58","7.39","-3.62","1.87","4.89","-1.59","1.03","4.85","-2.81","0.47","0.13","2.54","0.04","0.38","-3.42","-0.93","3.21","-3.48","-0.31","2.38","-5.98","0.12","0.39","-4.98","-0.83","1.1","-1.93","0.12","-0.35","11.32","-1.31","5.28","-4.17","0.37","-0.01","10.74","10.18","92.90","1.031","9.44","14.16","11.12","47.99","45.92","21.53","22.05","22.67","48.70"
"359","Brian Gibbons","ANA, OTT","C, L","64","642.91666666667","10.045572916667","-5.99","1.9","-3.65","-5.94","1.7","-4.80","-3.41","3.32","-5.61","0.72","0.47","3.88","-0.29","0.18","-5.33","-2.82","1.55","-4.31","-1.05","1.39","-5.30","0.44","0.35","3.25","-2.37","0.21","-3.57","0.58","0.07","15.98","-5.35","-0.03","-4.04","-0.22","-0.04","-10.87","10.41","91.18","1.016","11.57","13.16","7.84","52.08","59.62","16.99","17.45","14.93","53.22"
"799","Victor Mete","MTL","D","71","1136.5333333333","16.007511737089","-3.71","5.16","-3.67","-1.43","3.74","-2.95","-1.52","1.9","-2.63","-0.12","-0.93","8.83","0.26","0.19","0.41","-0.08","-0.88","0.79","1.5","0.28","2.30","0.14","-0.8","17.13","-2.11","-1.54","-0.44","-0.64","-0.11","-17.44","-5.12","7.82","-8.11","0.24","-0.07","13.10","7.87","94.09","1.020","6.7","13.83","7.5","49.31","47.21","18.58","20.91","19.48","48.82"
