"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"354","Ben Street","ANA","C","21","208.51666666667","9.9293650793651","-5.59","2.33","-3.67","-8.05","-1.02","-5.18","-8.24","0.99","-9.37","-1.48","1.29","-36.54","-0.83","0.06","-12.14","-2.61","1.56","-3.91","-4.04","3.46","-16.73","-0.63","1.03","-32.95","1.91","-2.53","4.96","-0.52","-0.04","-19.61","-3.05","2.19","-3.95","-0.65","0.42","-100.00","4.55","91.53","0.961","10.65","16.69","8.92","48.05","54.41","16.98","21.01","14.68","53.64"
"891","Juuso Riikola","PIT","D","37","559.95","15.133783783784","-5.33","3.21","-3.68","-3.69","2.31","-3.45","-2.44","2.54","-3.81","-0.93","-0.42","-3.65","-0.23","0.05","-3.07","-2.46","-0.11","-2.22","-0.72","-0.39","-0.71","-0.42","-0.39","2.19","-2.31","0.36","-3.24","-0.29","-0.25","0.00","-5.93","3.32","-6.19","-0.42","0.29","-35.42","7.53","94.58","1.021","7.39","11.57","9.11","55.18","44.81","17.25","20.04","22.07","43.87"
"467","Radek Faksa","DAL","C","81","1085.85","13.405555555556","-6.02","1.96","-3.69","-4.85","1.42","-3.98","-2.68","0.45","-2.69","-0.25","0.28","-6.61","-0.15","0.24","-4.37","-3.71","0.99","-4.65","-0.55","2.05","-6.03","0.01","0.3","-6.35","-4.21","-1.41","-3.96","-0.27","-0.04","-11.76","-4.3","0.48","-3.69","-0.09","-0.03","-2.78","6.64","92.86","0.995","6.24","19.06","15.36","46.75","28.90","9.28","23.7","25.36","26.79"
"571","Brett Pesce","CAR","D","73","1240.3666666667","16.991324200913","-10.25","-0.68","-3.70","-4.7","-0.68","-1.99","-3.04","0.16","-2.37","0.35","-0.59","10.06","-0.16","-0.1","-0.28","-3.3","-0.54","-2.28","0.25","0.03","0.39","0.33","-0.29","11.48","-4.74","-0.75","-4.75","-0.09","-0.3","7.86","-7.63","-1.15","-3.77","0.1","-0.11","10.44","8.71","93.21","1.019","9","13.69","7.64","42.13","54.07","20.17","21.96","19.64","50.67"
"335","Joakim Nordstrom","BOS","C","70","792.53333333333","11.321904761905","-6.48","1.7","-3.71","-5.19","0.31","-3.23","-4.48","0.49","-4.11","-0.57","-0.05","-5.89","-0.47","0","-5.50","-4.78","-0.12","-4.94","-2.35","-0.87","-3.84","-0.49","0.17","-13.95","-3.24","0.99","-5.67","0.11","0.12","-1.53","-0.43","2.84","-2.25","-0.24","-0.45","14.05","6.70","93.57","1.003","9.69","15.22","8.18","46.48","54.24","15.75","20.82","16.28","49.17"
"269","Nicolas Deslauriers","MTL","L","48","459.48333333333","9.5725694444444","-12.99","-3.74","-3.72","-8.61","-2.68","-3.36","-7.65","-3.37","-3.39","-1.73","0.45","-25.51","-0.85","-0.29","-6.28","-10.34","-2.88","-7.19","-4.83","-2.9","-3.75","-1.16","-0.18","-24.49","-7.34","0.02","-9.34","-0.82","0.44","-40.00","-4.9","-3.44","-0.70","0.1","0.43","-16.67","4.29","90.05","0.943","7.05","12.67","5.22","55.63","57.45","13.19","20.5","11.23","54.01"
"19","Valtteri Filppula","NYI","C","72","807.86666666667","11.22037037037","-4.39","3.76","-3.75","-2.81","2.66","-3.44","-1.04","2.52","-3.00","0.16","-0.38","6.67","-0.33","0.15","-5.62","-4.32","1.56","-5.78","-2.31","0.74","-6.81","0.29","0.24","-0.44","-2.69","1.1","-4.94","-0.16","-0.33","16.08","-1.67","2.19","-2.88","-0.01","-0.53","40.74","9.50","94.88","1.044","8.84","13.52","9.8","46.05","47.41","15.45","18.27","20.5","42.98"
"349","Zach Trotman","PIT","D","13","171.71666666667","13.208974358974","-1.14","7.5","-3.76","2.38","5.42","-1.95","1.58","4.71","-2.65","0.45","-0.55","14.44","-0.21","0.16","-4.17","-1.72","-0.92","-0.49","-2.08","0.98","-7.26","0.25","-0.45","25.00","0.49","-2.53","3.90","-0.95","-0.24","-16.67","-2.38","8.74","-6.88","1.32","0.31","25.00","7.07","96.84","1.039","8.74","10.13","6.99","57.3","55.56","19.22","18.17","12.93","59.78"
"252","John Moore","BOS","D","61","947.33333333333","15.530054644809","-1.95","6.29","-3.78","-0.7","5.61","-3.87","-0.35","4.12","-3.78","-0.7","0.34","-12.12","-0.24","0.31","-6.32","-2.7","1.77","-4.61","-2.27","1.44","-9.71","-0.23","0.06","-5.71","-0.57","0.44","-1.29","-0.49","0.04","-18.14","1.02","6.04","-3.43","-0.15","0.36","-19.43","5.74","92.93","0.987","8.04","14.06","7.35","50.54","52.26","19.32","20.58","17.48","52.50"
"811","Michael McLeod","N.J","C","21","246","11.714285714286","-6.77","0.36","-3.79","-5.32","2.14","-4.88","-4.13","2.92","-6.22","-1.13","-0.44","-16.38","-0.52","-0.02","-6.42","-5.65","-1.65","-5.15","-3.2","-1.65","-3.88","-0.92","-0.08","-28.57","-3.26","0","-5.20","-0.41","-0.48","-26.67","-1.19","2.91","-2.70","0.15","0.13","-4.76","3.09","93.43","0.965","7.07","10.73","6.1","52.2","53.70","15.61","17.56","15.12","50.79"
"29","Thomas Vanek","DET","L","64","706.16666666667","11.033854166667","-4.27","4.05","-3.81","-2.19","3.38","-3.31","-1.57","2.37","-3.20","0.23","0.29","-0.15","-0.22","0.1","-3.55","-3.28","4.52","-7.35","-1.83","-0.1","-4.77","-0.29","0.07","-7.32","-1.93","6.16","-9.22","0.28","0.08","4.58","-1.61","-0.48","-0.93","0.45","0.23","15.27","8.78","91.44","1.002","15.04","16.23","5.27","47.16","74.06","22.18","21.75","12.74","63.50"
"326","Erik Gudbranson","PIT, VAN","D","76","1194.45","15.716447368421","-3.39","5.34","-3.83","-2.9","5.08","-4.67","-0.64","5.09","-4.53","-0.32","1.5","-18.17","-0.13","0.38","-5.38","-2.6","4.04","-6.14","-0.28","1.52","-4.08","-0.15","0.53","-13.07","-3.08","3.37","-7.64","-0.21","1.09","-30.83","-1.83","1.5","-2.34","-0.02","0.26","-12.39","6.80","90.22","0.970","6.38","12.16","7.79","53.8","45.04","16.98","18.74","20.14","45.74"
"439","J.T. Brown","MIN","R","56","498.35","8.8991071428571","-9.14","-0.69","-3.84","-7.46","-1.66","-3.47","-7.18","-2.59","-3.70","-0.31","-0.38","0.53","-0.58","-0.23","-3.83","-6.5","-0.44","-6.26","-2.23","-1.09","-1.99","-0.17","-0.25","1.58","-5.7","0.86","-9.30","-0.34","-0.55","13.73","-4.65","-2.09","-1.92","-0.01","0.41","-11.00","7.41","92.06","0.995","6.38","10.35","9.99","52.49","38.97","10.96","16.01","21.43","33.83"
"137","Karl Alzner","MTL","D","9","132.68333333333","14.742592592593","-5.9","3.07","-3.87","-7.21","0.58","-4.76","-4.99","-0.07","-4.23","-1.29","-1.08","1.14","-0.73","-0.67","-0.23","-2.1","-3.33","1.79","-4.25","-4.71","1.35","-1.09","-0.87","-2.94","2.88","1.83","0.24","-0.58","-0.28","-7.14","-0.14","9.45","-6.80","0.33","0","0.00","6.78","95.38","1.022","9.5","14.02","6.78","49.74","58.33","20.8","20.8","18.54","52.87"
"473","Chandler Stephenson","WSH","C","64","655.46666666667","10.241666666667","-8.78","-0.69","-3.87","-7.62","-1.3","-4.15","-6.25","-1.64","-4.41","-2.09","0.06","-24.11","-0.5","-0.21","-3.97","-5.78","-1.13","-4.79","-1.37","-0.45","-2.66","-0.87","0.07","-19.62","-5.87","-0.9","-6.11","-0.98","-0.32","-16.67","-4.17","-0.51","-2.84","-0.71","0.34","-46.43","5.30","91.54","0.968","8.97","14.74","8.97","39.91","50.00","15.2","19.96","16.48","47.98"
"769","Nick Lappin","N.J","R","11","133.55","12.140909090909","-6.58","0.68","-3.88","-5.91","3.66","-6.24","-7.55","2.25","-9.42","-1.38","-1.57","-15.77","-0.83","-0.14","-10.69","-4.01","-1.2","-3.64","-5.58","-1.22","-16.25","-0.92","-0.48","-33.33","2.09","0.02","2.94","-0.21","-1.23","19.23","-1.85","4.85","-4.15","-0.44","-0.23","-33.33","2.27","93.51","0.958","7.64","10.78","5.39","50.77","58.62","16.17","16.62","15.28","51.43"
"687","Rasmus Andersson","CGY","D","79","1095.3333333333","13.864978902954","-8.49","0.62","-3.91","-7.67","-0.2","-4.35","-4.5","0.76","-4.34","-0.38","-0.49","2.23","-0.52","-0.23","-3.03","-5.5","-2.07","-2.95","-2.43","-1.68","-1.35","-0.12","-0.57","10.75","-4.1","-0.52","-4.05","-0.08","0.08","-4.97","-3.54","2.53","-4.25","-0.29","0.06","-15.51","9.27","93.31","1.026","9.48","13.42","6.9","48.04","57.86","18.84","19.45","14.24","56.95"
"347","Anthony Bitetto","MIN, NSH","D","36","415.65","11.545833333333","-7.51","1.51","-3.95","-4.55","0.51","-2.88","-5.42","0.88","-5.19","-0.56","0","-7.26","-0.42","0.41","-9.23","-5.24","6.73","-11.88","-1","4.22","-11.69","-0.37","0.22","-13.19","-5.66","3.34","-11.82","-0.59","0.06","-22.06","-0.81","-7.14","5.24","0.37","-0.38","36.25","5.70","91.30","0.970","9.24","10.39","5.34","52.26","63.37","17.32","18.04","11.55","60.00"
"671","Anders Bjork","BOS","L","20","216.23333333333","10.811666666667","-7.63","0.82","-3.96","-7.07","-5.31","-0.94","-3.09","-2.11","-0.81","-1.48","-0.4","-14.81","-0.79","-0.21","-7.81","-6.85","-2.48","-5.18","-6.06","0.53","-21.66","-1.07","-0.17","-18.97","-1.05","-4.02","4.32","-0.49","-0.39","-3.33","0.13","2.68","-1.67","-0.07","0.1","-6.67","4.04","94.95","0.990","8.6","12.49","3.05","52.72","73.81","16.65","17.2","9.99","62.50"
"26","Jonathan Ericsson","DET","D","52","757.56666666667","14.56858974359","-2.95","6.26","-4.05","-3.72","6.75","-6.06","-3.42","6.16","-7.55","-0.8","0.13","-10.81","-0.27","0.58","-8.65","-3.54","5.13","-8.30","-1.46","2.25","-8.54","-0.7","0.42","-23.16","-2.78","3.84","-8.11","-0.38","0.1","-13.07","-0.61","2.17","-1.94","0.28","-0.52","32.48","6.42","92.74","0.992","7.52","14.49","10.53","51.01","41.67","16.32","22.33","22.33","42.21"
"398","Brett Ritchie","DAL","R","53","469.8","8.8641509433962","-8.92","-0.37","-4.05","-6.66","0.69","-4.78","-6.52","-0.77","-5.32","-0.82","0.24","-15.05","-0.66","-0.07","-7.33","-5.77","-1.04","-4.70","-4.37","-0.19","-10.49","-0.65","0.82","-32.75","-1.87","-1.13","-0.91","-0.29","-0.73","25.20","-3.5","0.86","-3.29","0.07","-0.01","3.85","5.29","92.80","0.981","8.43","19.28","8.43","60.41","50.00","10.86","22.61","16.48","39.72"
"583","Max Domi","MTL","C, L","82","1134.05","13.82987804878","-3.47","6.29","-4.08","-1.77","3.52","-3.03","-2.01","4.32","-4.92","1","-0.25","10.70","0.09","0.23","-1.71","2.53","3.37","-1.11","1.23","1.52","-1.00","0.54","-0.31","13.33","1.73","2.47","-1.19","0.57","0.33","5.83","-5.48","4.65","-6.34","-0.03","-0.27","20.00","10.67","93.20","1.039","10.48","11.43","8.15","47.14","56.25","20.26","18.78","19.21","51.34"
"12","Ilya Kovalchuk","L.A","L","64","820.46666666667","12.819791666667","-5.76","3.11","-4.10","-4.16","3.73","-4.81","-3.12","3.42","-5.66","-0.1","0.72","-7.65","-0.27","0.28","-6.38","-1.28","1.96","-3.22","-1.78","1.53","-8.82","-0.15","0.33","-9.09","0.66","0.58","0.20","0.29","0.48","-2.94","-6.81","0.79","-5.45","-0.23","0.08","-19.44","7.62","90.65","0.983","10.02","13.31","7.82","48.05","56.15","17.99","20.33","16.6","52.01"
"336","Michael Chaput","MTL","C","32","291.3","9.103125","-10.81","0.04","-4.15","-8.59","0.92","-5.25","-6.75","-0.28","-4.92","-1.19","0.91","-22.64","-0.59","-0.11","-5.34","-8.56","-0.45","-7.78","-3.55","-0.71","-6.87","-0.92","0.29","-27.14","-6.69","0.34","-8.48","-0.48","0.54","-26.60","-4.47","-1.93","-1.08","0.2","0.32","-11.43","5.59","90.41","0.960","8.24","13.39","5.97","60.76","57.97","13.59","22.25","13.59","50.00"
"124","Phil Kessel","PIT","R","82","1131.4833333333","13.798577235772","-3.73","6.15","-4.16","-2.54","5.02","-4.25","-1.35","3.88","-3.96","0.07","0.14","-0.92","-0.15","0.26","-4.10","-1.51","3.28","-4.47","-1.85","1.79","-7.98","-0.37","0.35","-13.24","0.46","1.97","-1.86","0.29","-0.36","16.51","-2.2","5.01","-4.59","0.32","0.15","5.25","8.68","93.35","1.020","12.51","11.93","3.87","52.23","76.38","21.58","19.09","11.88","64.50"
"322","Riley Sheahan","FLA, PIT","C","82","912.86666666667","11.132520325203","-7.59","1.55","-4.16","-5.38","0.95","-3.80","-3.84","0.76","-3.77","-1.46","0.17","-16.48","-0.33","-0.25","-0.84","-4.59","-0.66","-3.91","-1.27","-0.41","-1.96","-0.82","-0.16","-10.37","-4.43","-0.34","-5.43","-0.83","0.25","-32.54","-5.33","2.22","-5.32","-0.03","0.21","-12.61","6.28","91.67","0.979","7.1","14.2","13.28","50.15","34.84","13.47","19.92","24.84","35.16"
"82","Marc Staal","NYR","D","79","1260.4166666667","15.954641350211","-4.3","5.09","-4.17","-3.34","4.43","-4.55","-1.64","2.87","-3.62","-0.02","0.51","-4.88","-0.13","0.19","-3.32","0.47","0.79","-0.19","0.68","0.61","0.32","0.11","-0.29","6.92","-0.28","0.24","-0.65","0.1","0.49","-6.93","-5.41","4.87","-7.75","-0.3","0.62","-42.59","8.10","91.42","0.995","6.38","15.57","10.43","48.56","37.96","14.23","21.23","21.28","40.08"
"501","Danny O'Regan","BUF","C","1","11.05","11.05","-16.25","-6.23","-4.17","-16.67","-19.6","5.29","-21.27","-16.68","-0.21","-5.01","-3.34","-","-1.01","-0.4","-1.03","-17.93","1.26","-12.50","-19.2","4.18","-31.82","-5.01","-1.67","-","1.68","-3.89","10.71","0","-2.23","0.00","-0.59","-14.45","8.37","0","0","-","0.00","100.00","1.000","0","21.72","0","54.3","-","5.43","21.72","0","100.00"
"303","Greg McKegg","CAR","C","41","422.81666666667","10.312601626016","-6.03","3.66","-4.21","-7.64","3.13","-6.24","-4.64","3.15","-6.46","-0.48","0.48","-9.97","-0.32","0.2","-5.29","-0.85","1.93","-2.67","-0.38","0.36","-1.54","0.24","0.5","-4.41","-0.63","2.1","-3.63","-0.55","-0.38","3.25","-7.53","3.69","-7.65","-0.34","0.38","-35.56","8.00","91.74","0.997","9.65","15.33","5.11","57.05","65.38","14.9","20.43","13.76","51.98"
"827","Matt Luff","L.A","R","33","348.05","10.54696969697","-4.63","4.83","-4.22","-4.84","1.81","-4.14","-5.85","-0.79","-4.83","0.43","0.39","0.63","-0.45","0.47","-10.55","-1.8","6.02","-7.29","-2.81","2.14","-13.23","-0.38","0.36","-17.78","1.35","5.17","-4.01","1.41","0.47","22.65","-2.12","-0.91","-0.97","-0.35","-0.4","40.00","9.42","92.61","1.020","12.58","13.45","5.52","55.68","69.52","17.93","18.27","13.62","56.83"
"895","Jacob Nilsson","CHI","C","2","13.733333333333","6.8666666666667","-14.69","-12.56","-4.22","-19.02","-7.41","-15.74","-21.92","-14.67","-25.19","-2.92","6.55","-57.14","-1.13","-0.13","-19.99","-16.82","-11.73","-13.33","-4.39","-5.85","3.85","-1.46","2.91","-50.00","-16.57","-7.84","-21.94","-0.97","4.85","-50.00","-4.27","-5.38","-1.59","-1.05","0","-100.00","0.00","60.00","0.600","8.74","17.48","0","52.43","100.00","8.74","21.84","4.37","66.67"
"189","Mikkel Boedker","OTT","L","71","839.1","11.818309859155","-5.84","4.03","-4.29","-5.24","4.53","-5.62","-4.06","3.4","-5.93","0.3","0.94","-3.60","-0.31","0.4","-7.36","-4.09","3.88","-7.41","-2.88","3.31","-12.89","-0.07","0.7","-10.02","-1.61","0.76","-3.08","0.59","-0.26","18.52","-1.46","0.74","-1.51","-0.07","0.66","-20.45","10.96","89.22","1.002","10.8","14.8","7.79","44.55","58.08","16.95","21.88","16.73","50.32"
"877","Sheldon Rempal","L.A","R","7","59.183333333333","8.4547619047619","-6.87","2.19","-4.29","-7.78","9.38","-10.43","-11.07","7.35","-17.19","-0.03","-0.49","3.92","-0.33","-0.11","-3.58","5.81","8.68","-1.01","-3.32","-2.41","-6.39","0.59","-1.47","77.78","12.17","14.78","-0.38","-0.28","0.51","-25.00","-12.96","-5.64","-6.41","-0.61","1.16","-66.67","5.88","94.44","1.003","16.22","10.14","7.1","49.68","69.57","25.34","18.25","12.17","67.57"
"376","Sean Kuraly","BOS","C","71","857.45","12.07676056338","-6.25","3.25","-4.30","-3.32","1.57","-2.91","-0.36","-0.51","0.17","-0.87","-0.62","-1.67","-0.11","0.05","-1.82","-0.38","1.56","-2.05","0.79","-0.21","2.51","-0.69","-0.62","3.59","-1.57","2.36","-5.12","-0.18","-0.09","-2.40","-8.7","1.59","-6.78","-0.06","0.1","-8.28","5.08","94.88","1.000","5.74","17.91","10.29","42.54","35.81","10.43","22.11","20.78","33.41"
"323","Chris Wagner","BOS","R","76","896.83333333333","11.800438596491","-8.3","1.29","-4.30","-5.58","0.53","-3.57","-3.55","-0.6","-2.30","-0.67","-0.01","-7.54","-0.27","0.04","-3.49","-1.88","0.23","-2.14","-0.27","0.19","-1.17","-0.58","-0.22","-6.34","-2.14","0.04","-2.80","0.01","0.35","-10.87","-9.35","-1.04","-5.33","-0.14","-0.07","-4.13","6.36","92.91","0.993","6.02","18.26","11.04","42.01","35.29","11.57","22.41","21.54","34.95"
"791","Brett Howden","NYR","C","66","774.38333333333","11.733080808081","0.83","12.15","-4.31","0.97","10.91","-5.01","-0.19","8.63","-6.34","0.45","1.08","-4.33","0.02","0.73","-6.46","0.16","7.64","-5.81","1.09","3.77","-4.58","0.74","0.42","6.31","-1.23","5.16","-6.91","-0.42","0.86","-34.50","0.39","5.58","-3.31","0.02","0.02","0.00","8.76","91.25","1.000","8.29","13.48","7.75","49.51","51.69","15.81","20.22","17.98","46.79"
"746","Noel Acciari","BOS","C","72","812.53333333333","11.285185185185","-8.01","1.61","-4.32","-3.45","0.1","-2.03","-2.01","-1.56","-0.14","-0.97","-0.12","-10.40","-0.33","-0.03","-3.30","-2.23","-0.36","-1.84","-0.61","0.04","-1.61","-0.64","-0.11","-11.69","-2.16","-0.54","-2.00","-0.23","-0.03","-5.77","-7.56","1.41","-5.93","-0.23","0.02","-14.02","5.06","93.24","0.983","6.42","18.02","9.3","43.49","40.85","10.41","22.97","19.2","35.16"
"475","Mackenzie MacEachern","STL","L","29","231.41666666667","7.9798850574713","-11.35","-1.92","-4.34","-5.78","-2.01","-2.09","-2.51","-1.84","-0.27","-1.03","-0.04","-11.90","-0.52","-0.21","-2.45","-9.18","-0.23","-9.19","-1.26","-0.54","-0.95","-0.15","0.14","-6.15","-10.56","0.42","-16.17","-0.52","0.23","-31.67","-0.86","-6.15","4.26","-0.72","-0.5","-58.82","5.22","93.88","0.991","7","14.78","2.33","62.23","75.00","12.19","18.93","8.3","59.49"
"653","Juho Lammikko","FLA","R","40","360.08333333333","9.0020833333333","-7.26","2.46","-4.36","-6.58","-1.58","-2.96","-5.32","-1.8","-2.71","-1.32","-0.92","-9.91","-0.44","-0.46","0.08","-5.66","-1.13","-5.02","-0.89","-4.03","8.01","-0.23","-0.68","5.76","-6.36","3.87","-13.73","-1.09","-0.03","-48.84","-3.67","3.24","-4.64","-0.39","-0.32","-41.18","4.02","91.95","0.960","8.66","18.16","7.5","51.49","53.61","15.16","24.33","18.5","45.05"
"730","Zach Senyshyn","BOS","R","2","21.616666666667","10.808333333333","-0.7","7.05","-4.41","2.68","8.63","-5.20","-14.12","11.47","-24.88","-3.05","-1.53","-","0.22","0.86","-10.15","6.34","-0.88","5.52","3.69","2.99","-4.17","-1.53","-0.76","-","3.54","-5.17","12.11","-2.03","-1.02","-66.67","-5.38","5.64","-8.62","0","0","-","0.00","100.00","1.000","11.1","16.65","5.55","44.41","66.67","24.98","19.43","27.76","47.37"
"455","Olli Maatta","PIT","D","60","927.25","15.454166666667","-9.19","0.88","-4.42","-5.14","-1.8","-1.96","-3.18","-1.04","-1.70","-0.08","-0.03","-0.44","-0.27","-0.29","0.35","-4.63","0.67","-4.85","-0.63","-1.4","1.91","0.31","0.04","3.86","-5.33","2.75","-9.79","-0.28","-0.16","-2.73","-6.31","0.43","-4.77","-0.27","0.13","-20.77","9.19","92.48","1.017","8.15","12.75","9.38","49.89","46.49","16.69","20.58","21.81","43.36"
"833","Vinni Lettieri","NYR","C","27","253.58333333333","9.391975308642","-1.2","9.8","-4.44","0.1","8.71","-4.52","-0.19","5.46","-4.14","-1.1","0.68","-27.06","-0.09","0.23","-3.25","-1.67","6.75","-7.06","-2.25","0.72","-6.26","-0.31","-0.06","-7.50","0.78","8.04","-7.09","-0.75","0.42","-58.82","2.52","6.08","-1.93","-0.33","0.62","-44.44","2.42","92.95","0.954","5.92","13.49","6.39","51.82","48.08","12.54","18.93","12.3","50.48"
"375","Nick Seeler","MIN","D","71","809.21666666667","11.397417840376","-6.86","3.13","-4.45","-6.99","-1.63","-3.17","-5.91","-1.82","-3.27","-0.24","-0.05","-2.26","-0.6","-0.03","-6.69","-5.91","2.12","-8.46","-2.26","-0.12","-4.93","-0.21","-0.34","2.12","-4.87","2.99","-10.85","-0.33","-0.08","-8.39","-2.97","0.25","-2.18","0.21","0.5","-5.83","7.40","91.04","0.984","5.34","12.53","6.3","54.2","45.86","12.98","19.35","15.64","45.34"
"71","Ryan Callahan","T.B","R","52","511.76666666667","9.8416666666667","-13.34","-3.47","-4.47","-8.52","-3.6","-2.86","-4.67","-2.83","-1.35","-0.97","-0.5","-2.93","-0.55","-0.35","-1.62","-5.33","-4.62","-0.23","-0.86","-0.71","-0.12","-0.37","-0.28","-0.99","-5.96","-5.21","-0.39","-0.74","-0.16","-10.29","-10.41","2.74","-9.54","-0.07","-0.14","10.00","9.02","91.95","1.010","8.32","18.88","11.37","47.13","42.26","13.83","23.33","19.58","41.40"
"112","Leo Komarov","NYI","C, R","82","966.15","11.782317073171","-6.01","3.67","-4.48","-4.49","1.71","-3.98","-2.35","0.38","-2.44","0.17","-0.37","6.69","-0.51","0.07","-6.84","-5.48","1.32","-6.64","-3.45","0.19","-8.28","0.17","0.09","0.78","-2.71","1.51","-5.25","-0.03","-0.08","3.21","-2.85","2.66","-4.13","0.04","-0.56","49.19","9.65","94.64","1.043","8.14","11.92","9.69","46.95","45.64","15.28","17.45","19.62","43.77"
"561","Steven Santini","N.J","D","39","608.83333333333","15.611111111111","-8.6","-0.18","-4.48","-6.57","-0.72","-4.11","-5.69","0.2","-5.58","0.01","-0.45","4.78","-0.46","-0.18","-3.83","-4.43","-3.21","-1.87","-1.63","-1.48","-0.49","0.13","-0.49","12.32","-3.73","-2.31","-2.84","-0.24","-0.1","-6.15","-5.67","4.52","-7.25","0.16","0.23","-1.71","7.63","93.10","1.007","5.52","10.64","6.6","52.03","45.53","12.91","19.81","19.51","39.82"
"271","Kevin Connauton","ARI","D","50","747.36666666667","14.947333333333","-0.21","10.66","-4.51","-1.29","8.15","-5.36","0.32","7.96","-5.97","0.14","0.27","-0.88","-0.29","0.28","-6.08","-2.28","3.74","-5.78","-2.92","0.19","-7.16","0.01","0.24","-4.17","0.85","4.74","-4.88","0.31","-0.12","10.00","0.14","7.55","-4.75","-0.14","0.22","-18.75","6.44","92.87","0.993","6.34","10.52","6.5","54.35","49.38","17.1","17.66","19.27","47.02"
"553","Ian McCoshen","FLA","D","19","230.96666666667","12.156140350877","-12.08","-2.55","-4.51","-10.34","-2.19","-5.04","-7.47","-2.36","-4.31","-1.73","-0.52","-12.07","-0.96","-0.04","-10.83","-8.85","-4.26","-4.98","-5.9","-1.13","-12.94","-1.3","0.17","-21.77","-3.94","-4.17","0.47","-0.92","-0.58","-7.89","-3.53","2.1","-3.93","0.37","-0.25","29.17","6.93","91.07","0.980","10.13","16.89","6.23","49.36","61.90","20","22.6","16.37","55.00"
"555","Jacob de la Rose","DET","C, L","60","587.53333333333","9.7922222222222","-10.4","-1.71","-4.54","-8.07","-1.23","-4.80","-5.55","-1.82","-3.76","-0.59","0.71","-13.26","-0.55","-0.21","-5.13","-6.28","-3.47","-3.94","-2.98","-0.46","-7.79","-0.55","0.14","-14.76","-4.39","-4.01","-1.07","0.21","0.41","-6.52","-3.93","0.7","-3.62","-0.29","0.38","-24.18","7.23","89.90","0.971","9.6","13.89","9.29","47.28","50.81","15.11","18.08","18.89","44.44"
"683","Danick Martel","T.B","L","9","89.55","9.95","-9.5","-0.12","-4.55","-6.6","0.01","-4.19","-7.02","1.16","-7.06","-1.51","-2.12","20.00","-0.44","-0.51","1.84","-7.81","-6.38","-1.01","-0.66","-5.61","16.93","-0.41","-2.27","56.52","-9.53","-1.02","-10.46","-0.08","0.43","-13.33","-2.54","6.3","-6.06","-1.51","-0.25","-85.71","10.53","97.78","1.083","6.7","18.09","6.7","48.91","50.00","10.05","23.45","16.08","38.46"
